"","DOW","lake_name","SURVEY_START","year","month","doy","ceratophyllum_demersum","potamogeton_crispus","elodea_canadensis","heteranthera_dubia","najas_sp","potamogeton_foliosus","potamogeton_zosteriformis","ranunculus_aquatilis","stuckenia_pectinata","chara_sp","eleocharis_acicularis","myriophyllum_spicatum","myriophyllum_sibiricum","potamogeton_pusillus","potamogeton_richardsonii","vallisneria_americana","potamogeton_nodosus","zannichellia_palustris","potamogeton_praelongus","potamogeton_amplifolius","elodea_sp","potamogeton_robbinsii","myriophyllum_spicatum_x_sibiricum","nitella_sp","myriophyllum_sp","potamogeton_illinoensis","utricularia_vulgaris","najas_flexilis","potamogeton_friesii","aquatic_moss","potamogeton_gramineus","utricularia_gibba","najas_guadalupensis","lychnothamnus_barbatus","ceratophyllum_echinatum","utricularia_minor","utricularia_macrorhiza","elodea_nuttallii","najas_gracillima","potamogeton_obtusifolius","potamogeton_sp","potamogeton_epihydrus","utricularia_sp","potamogeton_strictifolius","nitellopsis_obtusa","fontinalis_sp","tolypella_intricata","chara_globularis","nitella_flexilis","veronica_catenata","utricularia_intermedia","bidens_beckii","myriophyllum_alterniflorum","hippuris_vulgaris","isoetes_echinospora","stuckenia_filiformis","nitella_mucronata","potamogeton_perfoliatus","potamogeton_pulcher","drepanocladus_sp","najas_minor","nitella_furcata","juncus_pelocarpus","nitella_tenuissima","ranunculus_sp","myriophyllum_verticillatum","najas_marina","stuckenia_vaginata","fontinalis_antipyretica","potamogeton_alpinus","ranunculus_flabellaris","chara_contraria","chara_braunii","ranunculus_flammula","nitella_macounii","isoetes_lacustris","lobelia_dortmanna","myriophyllum_tenellum","utricularia_geminiscapa","potamogeton_spirillus","callitriche_sp","ceratophyllum_sp","chara_canescens","characeae_taxa","drepanocladus_aduncus","elatine_sp","elatine_minima","eleocharis_sp","eleocharis_robbinsii","eriocaulon_aquaticum","fontinalis_sullivantii","isoetes_sp","littorella_uniflora","myriophyllum_farwellii","nitellopsis_sp","potamogeton_bicupulatus","potamogeton_diversifolius","potamogeton_hillii","potamogeton_vaseyi","ruppia_cirrhosa","schoenoplectus_subterminalis","scorpidium_scorpioides","stuckenia_sp","utricularia_purpurea","veronica_americana","heteranthera_sp","vallisneria_sp","taxa_rich","vegetated","EWM","native_rich","native_vegetated","survey_taxa_rich","survey_native_rich","LK_LZACRES","survey_id"
"75","73013900",NA,2022-06-21,2022,6,172,0.592592592592593,0.351851851851852,0.037037037037037,0.0123456790123457,0,0,0.327160493827161,0.0185185185185185,0.0740740740740741,0.0185185185185185,0,0,0.216049382716049,0.0185185185185185,0,0,0,0,0,0,0,0,0,0.00617283950617284,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68518518518519,0.709876543209877,0,1.33333333333333,0.709876543209877,12,11,331.23,1189
"76","73013900",NA,2022-09-28,2022,9,271,0.34608378870674,0.273224043715847,0.0255009107468124,0.0182149362477231,0,0,0.0182149362477231,0,0.00910746812386157,0.00546448087431694,0,0,0.087431693989071,0,0,0.00364298724954463,0,0,0,0,0,0,0,0,0,0,0,0.00182149362477231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788706739526412,0.469945355191257,0,0.515482695810565,0.469945355191257,10,9,331.23,1190
"77","73013900",NA,2023-08-07,2023,8,219,0.6,0,0.00444444444444444,0.142222222222222,0,0,0.0133333333333333,0,0.115555555555556,0.0177777777777778,0,0,0.173333333333333,0,0.0622222222222222,0.102222222222222,0,0,0,0,0,0,0,0,0,0,0,0.00444444444444444,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32444444444444,0.648888888888889,0,1.32444444444444,0.648888888888889,12,12,331.23,1191
"78","73013900",NA,2023-09-12,2023,9,255,0.64957264957265,0.00854700854700855,0,0.0683760683760684,0,0,0,0,0.307692307692308,0.170940170940171,0,0,0.452991452991453,0,0.00854700854700855,0.0170940170940171,0.00854700854700855,0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00854700854700855,0.145299145299145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86324786324786,0.760683760683761,0.00854700854700855,1.84615384615385,0.760683760683761,13,11,331.23,1192
"79","73015700",NA,2020-08-15,2020,8,228,0.420118343195266,0.0650887573964497,0,0.0591715976331361,0,0,0.00591715976331361,0,0.029585798816568,0,0,0.00591715976331361,0.00591715976331361,0,0,0.171597633136095,0,0,0,0,0,0,0,0,0,0.0118343195266272,0.0118343195266272,0,0.0532544378698225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840236686390533,0.532544378698225,0.00591715976331361,0.769230769230769,0.532544378698225,11,9,341.05,1196
"80","73015700",NA,2022-06-21,2022,6,172,0.555555555555556,0.348148148148148,0.0888888888888889,0.00740740740740741,0,0,0.118518518518519,0,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18518518518519,0.637037037037037,0,0.837037037037037,0.637037037037037,6,5,341.05,1197
"81","73015700",NA,2022-09-28,2022,9,271,0.554621848739496,0.0941176470588235,0.0789915966386555,0.0722689075630252,0,0,0.00672268907563025,0.0117647058823529,0.0184873949579832,0.0100840336134454,0,0.00168067226890756,0.0168067226890756,0,0,0.0336134453781513,0.00672268907563025,0,0,0,0,0,0.0588235294117647,0,0,0,0.00504201680672269,0.00336134453781513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973109243697479,0.6,0.0605042016806723,0.818487394957983,0.6,15,12,341.05,1198
"82","73015700",NA,2023-08-07,2023,8,219,0.597842835130971,0.180277349768875,0.11402157164869,0.0570107858243451,0,0,0.00308166409861325,0.00154083204930663,0.049306625577812,0.012326656394453,0,0,0.0523882896764253,0,0,0.0061633281972265,0.00154083204930663,0,0,0,0,0,0.086286594761171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462249614791988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16640986132512,0.657935285053929,0.086286594761171,0.899845916795069,0.657935285053929,13,11,341.05,1199
"83","82010100",NA,2024-06-18,2024,6,170,0.0229885057471264,0.0229885057471264,0,0.0689655172413793,0,0.0114942528735632,0,0,0,0.793103448275862,0,0,0,0.0804597701149425,0,0.0804597701149425,0.0114942528735632,0,0,0.137931034482759,0,0.0804597701149425,0,0.103448275862069,0,0,0,0.0114942528735632,0,0.0344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45977011494253,0.919540229885057,0,1.4367816091954,0.919540229885057,13,12,142.62,1263
"84","82010100",NA,2025-06-19,2025,6,170,0,0,0,0.0135135135135135,0,0,0.0135135135135135,0,0,0.716216216216216,0,0,0,0.189189189189189,0,0.135135135135135,0.0135135135135135,0,0,0.189189189189189,0,0.121621621621622,0,0.243243243243243,0,0,0,0,0,0.027027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66216216216216,0.932432432432432,0,1.66216216216216,0.932432432432432,10,10,142.62,1264
"85","82010300",NA,2025-06-19,2025,6,170,0.155844155844156,0,0,0.012987012987013,0,0,0.103896103896104,0,0,0.649350649350649,0,0,0,0.025974025974026,0,0.285714285714286,0.025974025974026,0,0,0.519480519480519,0,0.428571428571429,0,0.051948051948052,0,0,0,0,0,0,0,0,0,0.0649350649350649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32467532467532,0.974025974025974,0,2.32467532467532,0.974025974025974,11,11,87.38,1281
"86","82016200",NA,2023-04-25,2023,4,115,0.4,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.75,0,0.4,0.75,2,1,25.53,1349
"87","86002300","beebe",2022-06-15,2022,6,166,0.0769230769230769,0.021978021978022,0,0.010989010989011,0,0,0,0,0,0.032967032967033,0,0.0769230769230769,0.010989010989011,0,0,0,0,0,0.032967032967033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263736263736264,0.186813186813187,0.0769230769230769,0.164835164835165,0.186813186813187,7,5,179.49,1387
