Lake.ID,Lake.x,Year,litt.ac,SURVEY_START,Trt,YrsTrt,Snow,APRMAYPcri,JUNPcri,DIFF.4.6,County,Lake.area.acre,Proportion.littoral,Max.depth,Acres_Chem,perc.lit.chem,Ice_off,phosphorus,phosphorus.e,native_rich_mean,native_vegetated,survey_native_rich,trt_acres_lag0,trt_date_lag0,lag0,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,nsamp,Snow.sc,Ice_off.sc,secchi.sc,secchi.e.sc,phosphorus.sc,phosphorus.e.sc,lake_year,cytrt,yutrt,obs,secchi,secchi.e,NativeFOO_x_Richness
27067700,NA,2024,4,4/8/2024,0,2,0.6,0.16,NA,NA,NA,4,NA,NA,0,0,NA,NA,NA,0.16,0.16,2,0.59,4/25/2024,0,0,1,0,0,0,0,0,0,25,-1.457462021,NA,NA,NA,NA,NA,NA2024,0,2,111,NA,NA,0.32
27005500,NA,2024,13,4/13/2024,0,5,0.6,0.19,NA,NA,NA,13,NA,NA,0,0,66.83764799,NA,NA,0.094736842,0.094736842,2,3.16,4/25/2024,0,0,1,0,1,1,1,0,0,95,-1.457462021,-2.166081262,-0.756076637,-1.025564684,NA,NA,NA2024,0,2,68,0.972,1.04,0.189473684
27002800,NA,2024,52.63,6/12/2024,1,7,0.6,NA,0.32,NA,NA,52.63,NA,6.5,49.9,NA,NA,NA,NA,0.304,0.256,5,49.9,4/18/2024,1,0,1,1,1,1,1,1,0,125,-1.457462021,NA,-0.82510977,-0.846935488,NA,NA,NA2024,1,0,40,0.917,1.205,1.28
27009000,Holiday,2024,8,6/12/2024,1,1,0.6,NA,0,NA,NA,8,1,NA,4.2,52.5,NA,NA,NA,1.096153846,0.826923077,6,4.2,4/19/2024,1,0,0,0,0,0,0,0,0,104,-1.457462021,NA,-1.303321107,-1.258323939,NA,NA,Holiday2024,1,0,79,0.536,0.825,4.961538462
62005500,Como,2024,65.65,6/14/2024,1,7,0.6,NA,0.55,NA,NA,65.65,0.9775,16,71.3,108.6062452,66.6033456,0.108592593,0.078155556,0.866666667,0.766666667,4,71.3,4/4/2024,1,1,0,1,1,1,1,1,0,60,-1.457462021,-2.182410771,-0.567804457,-0.543807156,-0.240308956,-0.24678975,Como2024,2,0,116,1.122,1.485,3.066666667
82010100,DeMontreville,2024,142.62,6/18/2024,1,1,0.6,NA,0.02,NA,NA,142.62,0.9081,24,12,8.413967186,68.09691909,0.0259,0.0155,1.436781609,0.91954023,12,12,4/24/2024,1,0,0,0,0,0,0,0,0,87,-1.457462021,-2.07831742,1.289814387,1.675525275,-0.242384094,-0.24986312,DeMontreville2024,1,0,141,2.602,3.535,11.03448276
27005700,NA,2024,11,6/24/2024,0,1,0.6,NA,0.64,NA,NA,11,NA,NA,0,0,66.41218133,0.048,0.067,1.6,0.963636364,7,NA,NA,0,1,0,0,0,0,0,0,0,55,-1.457462021,-2.195733804,-0.50128162,-0.928130577,-0.241829503,-0.247336951,NA2024,0,1,69,1.175,1.13,6.745454545
62000600,Kohlman,2024,82.9,6/27/2024,1,5,0.6,NA,0.29,NA,NA,82.9,1,11.60000038,12.4,14.95778046,67.08913793,0.10056,0.106727273,1.401785714,0.705357143,9,12.4,4/30/2024,1,1,1,1,1,0,0,0,0,112,-1.457462021,-2.148553882,-0.351919024,-0.895652542,-0.240510531,-0.245388255,Kohlman2024,5,0,114,1.294,1.16,6.348214286
62005500,Como,2024,65.65,7/9/2024,1,7,0.6,NA,0.55,NA,NA,65.65,0.9775,16,71.3,108.6062452,66.6033456,0.108592593,0.078155556,0.866666667,0.7,4,71.3,4/4/2024,1,1,0,1,1,1,1,1,0,60,-1.457462021,-2.182410771,-0.567804457,-0.543807156,-0.240308956,-0.24678975,Como2024,2,0,117,1.122,1.485,2.8
62000600,Kohlman,2024,82.9,7/24/2024,1,5,0.6,NA,0.29,NA,NA,82.9,1,11.60000038,12.4,14.95778046,67.08913793,0.10056,0.106727273,1.401785714,0.725663717,9,12.4,4/30/2024,1,1,1,1,1,0,0,0,0,112,-1.457462021,-2.148553882,-0.351919024,-0.895652542,-0.240510531,-0.245388255,Kohlman2024,5,0,115,1.294,1.16,6.530973451
27027500,NA,2025,6,4/26/2025,0,2,1.2,0.4,NA,NA,NA,6,NA,NA,0,0,NA,NA,NA,0.925,0.575,6,3.5,5/2/2025,0,0,0,0,1,0,0,0,0,40,-1.184373414,NA,-0.6895538,-0.960608613,NA,NA,NA2025,0,4,104,1.025,1.1,3.45
62005500,Como,2025,65.65,6/2/2025,1,8,1.2,NA,0.25,NA,NA,65.65,0.9775,16,71.3,108.6062452,87.02247726,0.144325,0.079875,0.5,0.5,1,71.3,4/15/2025,1,1,1,0,1,1,1,1,1,60,-1.184373414,-0.759316529,-0.161136548,0.235665698,-0.239412265,-0.246705408,Como2025,3,0,118,1.446,2.205,0.5
13003200,North Center,2025,608,6/9/2025,1,7,1.2,NA,0.88,NA,NA,608,0.811467314,NA,7,1.151315789,91.48623871,0.03,0.02,0.193103448,0.144827586,7,7,5/14/2025,1,1,1,0,0,1,1,1,1,145,-1.184373414,-0.448218421,-0.193770392,0.233861362,-0.242281206,-0.249642387,North Center2025,3,0,24,1.42,2.203333333,1.013793103
27002800,NA,2025,52.63,6/10/2025,1,8,1.2,NA,0.06,NA,NA,52.63,NA,6.5,49.9,NA,NA,NA,NA,0.264,0.2,5,49.9,4/30/2025,1,1,0,1,1,1,1,1,1,125,-1.184373414,NA,-1.116304075,-1.17712885,NA,NA,NA2025,2,0,41,0.685,0.9,1
27009000,Holiday,2025,8,6/10/2025,1,2,1.2,NA,0.01,NA,NA,8,1,NA,4.2,52.5,NA,NA,NA,0.240384615,0.201923077,3,4.2,4/30/2025,1,1,0,0,0,0,0,0,0,104,-1.184373414,NA,-1.102497448,-0.938956589,NA,NA,Holiday2025,2,0,80,0.696,1.12,0.605769231
13002700,South Center,2025,544.51,6/12/2025,1,7,1.2,NA,0.85,NA,NA,544.51,0.6548,105.3000031,7.01,1.287396007,92.76366302,0.098769231,0.04925,0.532258065,0.387096774,10,7.01,5/14/2025,1,1,1,0,0,1,1,1,1,124,-1.184373414,-0.359189406,-0.095450476,0.109362226,-0.240555469,-0.248207621,South Center2025,3,0,22,1.498333333,2.088333333,3.870967742
82010100,DeMontreville,2025,142.62,6/19/2025,1,2,1.2,NA,0,NA,NA,142.62,0.9081,24,21.2,14.86467536,88.51605075,NA,NA,1.662162162,0.932432432,10,21.2,5/13/2025,1,1,0,0,0,0,0,0,0,74,-1.184373414,-0.655223178,2.652904971,2.888038603,NA,NA,DeMontreville2025,2,0,142,3.688,4.655,9.324324324
82010300,Olson,2025,87.38,6/19/2025,1,1,1.2,NA,0,NA,NA,87.38,1,14.5,6.6,7.553215839,87.8025972,NA,NA,2.324675325,0.974025974,11,6.6,5/13/2025,1,0,0,0,0,0,0,0,0,77,-1.184373414,-0.704946724,4.15406182,3.326492084,NA,NA,Olson2025,1,0,143,4.884,5.06,10.71428571
62000600,Kohlman,2025,82.9,6/23/2025,1,6,1.2,NA,0.27,NA,NA,82.9,1,11.60000038,15.58,18.79372738,87.50826959,0.059512821,0.056933333,1.548672566,0.752212389,9,15.58,4/30/2025,1,1,1,1,1,1,0,0,0,113,-1.184373414,-0.72545964,0.340922599,0.019145461,-0.241540593,-0.247830739,Kohlman2025,6,0,113,1.846,2.005,6.769911504
13002700,South Center,2025,544.51,8/4/2025,1,7,1.2,NA,0.85,NA,NA,544.51,0.6548,105.3000031,7.01,1.287396007,92.76366302,0.098769231,0.04925,0.532258065,0.317073171,10,7.01,5/14/2025,1,1,1,0,0,1,1,1,1,124,-1.184373414,-0.359189406,-0.095450476,0.109362226,-0.240555469,-0.248207621,South Center2025,3,0,23,1.498333333,2.088333333,3.170731707
62005500,Como,2025,65.65,8/4/2025,1,8,1.2,NA,0.25,NA,NA,65.65,0.9775,16,71.3,108.6062452,87.02247726,0.144325,0.079875,0.5,0.183333333,1,71.3,4/15/2025,1,1,1,0,1,1,1,1,1,60,-1.184373414,-0.759316529,-0.161136548,0.235665698,-0.239412265,-0.246705408,Como2025,3,0,119,1.446,2.205,0.183333333
