,...1,Lake.ID,Year,Lake.x,Trt,YrsTrt,PrevAUGSecchi,Snow,APRMAYPcri,JUNPcri,DIFF.4.6,County,Lake.area.acre,Proportion.littoral,Max.depth,Acres_Chem,litt.ac,perc.lit.chem,Ice_off,secchi,secchi.e,phosphorus,phosphorus.e,SURVEY_START,native_rich_mean,survey_native_rich,lag0,trt_acres_lag0,trt_date_lag0,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,nsamp
209,188,73008800,2020,Bolfing,1,1,NA,4.7,NA,NA,NA,NA,67.37,0.6299,35,1,67.37,1.484340211,99.27960256,NA,NA,NA,NA,7/15/2020,0.625,4,1,1,5/1/2020,0,0,0,0,0,0,0,0,40
210,189,73008800,2022,Bolfing,1,3,NA,3.8,NA,0.22,NA,NA,67.37,0.6299,35,0.3,67.37,0.445302063,112.0934215,NA,NA,NA,NA,6/21/2022,0.555555556,4,1,0.3,5/23/2022,1,1,0,0,0,0,0,0,9
212,191,73008900,2020,Zumwalde,1,1,0.76,4.7,NA,NA,NA,NA,118.616,0.9816,21.29999924,1.7,118.62,1.433147867,NA,0.88392,1.2192,NA,NA,8/4/2020,0.416666667,5,1,1.7,5/1/2020,0,0,0,0,0,0,0,0,60
213,192,73008900,2022,Zumwalde,0,2,NA,3.8,NA,0.86,NA,NA,118.616,0.9816,21.29999924,NA,118.62,NA,NA,NA,NA,NA,NA,6/21/2022,0.820512821,7,0,NA,NA,1,1,0,0,0,0,0,0,78
214,193,73013300,2020,Cedar Island,0,1,NA,4.7,NA,NA,NA,NA,985.77,0.7659,NA,NA,755,NA,NA,NA,NA,NA,NA,8/22/2020,0.732804233,15,0,NA,NA,0,0,1,0,0,0,0,0,378
215,194,73013300,2022,Cedar Island,1,3,NA,3.8,NA,0.26,NA,NA,985.77,0.7659,NA,43.7,755,5.78807947,NA,NA,NA,NA,NA,6/21/2022,0.684895833,10,1,43.7,5/23/2022,1,0,0,0,1,0,0,0,384
216,194,73013300,2022,Cedar Island,1,3,NA,3.8,NA,0.26,NA,NA,985.77,0.7659,NA,43.7,755,5.78807947,NA,NA,NA,NA,NA,9/28/2022,0.400468384,11,1,43.7,5/23/2022,1,0,0,0,1,0,0,0,427
217,196,73013900,2020,Long,1,2,0.85,4.7,NA,NA,NA,NA,331.225,0.672,34,2,331.23,0.603810041,100.1538767,1.439333333,3.0988,NA,NA,7/30/2020,0.791411043,10,1,2,5/21/2020,0,0,1,0,0,0,0,0,163
221,200,73015700,2023,Horseshoe,0,4,NA,7.7,NA,NA,NA,NA,341.053,0.5437,57,NA,341.05,NA,113.4651645,1.676,2.44,0.073166667,0.075,8/7/2023,0.899845917,11,0,NA,NA,1,1,1,0,0,1,0,0,649
218,197,73015700,2020,Horseshoe,1,2,1.15,4.7,NA,NA,NA,NA,341.053,0.5437,57,5.4,341.05,1.583345551,100.4625085,1.24968,1.6764,NA,NA,8/15/2020,0.769230769,9,1,5.4,5/21/2020,0,0,1,0,0,0,0,0,169
219,198,73015700,2022,Horseshoe,1,4,NA,3.8,NA,0.35,NA,NA,341.053,0.5437,57,3.9,341.05,1.143527342,113.2763274,NA,NA,NA,NA,6/21/2022,0.837037037,5,1,3.9,5/23/2022,1,1,0,0,1,0,0,0,135
220,198,73015700,2022,Horseshoe,1,4,NA,3.8,NA,0.35,NA,NA,341.053,0.5437,57,3.9,341.05,1.143527342,113.2763274,NA,NA,NA,NA,9/28/2022,0.818487395,12,1,3.9,5/23/2022,1,1,0,0,1,0,0,0,595
222,201,82010100,2024,DeMontreville,1,1,NA,0.6,NA,0.02,NA,NA,142.617,0.9081,24,12,142.62,8.413967186,68.09691909,2.790909091,3.825,0.0259,0.0155,6/18/2024,1.436781609,12,1,12,4/24/2024,0,0,0,0,0,0,0,0,87
223,202,82010100,2025,DeMontreville,1,2,1.8,1.2,NA,0,NA,NA,142.617,0.9081,24,21.2,142.62,14.86467536,88.51605075,NA,NA,NA,NA,6/19/2025,1.662162162,10,1,21.2,5/13/2025,1,0,0,0,0,0,0,0,74
224,203,82010300,2025,Olson,1,1,3.2,1.2,NA,0,NA,NA,87.384,1,14.5,6.6,87.38,7.553215839,87.8025972,NA,NA,NA,NA,6/19/2025,2.324675325,11,1,6.6,5/13/2025,0,0,0,0,0,0,0,0,77
225,204,82016200,2023,Shields,1,5,NA,7.7,0.55,NA,NA,NA,25.527,0.8644,25.89999962,3.07,25.53,12.02506855,NA,NA,NA,NA,NA,4/25/2023,0.4,1,1,3.07,5/22/2023,1,1,1,1,0,0,0,0,40
227,206,86002300,2022,Beebe,1,6,NA,3.8,NA,0.02,NA,NA,179.487,0.5899,23.5,14.39,179.49,8.01715973,110.7646903,1.3,1.5,0.033,0.0315,6/15/2022,0.164835165,5,1,14.39,5/17/2022,1,1,1,1,1,0,0,0,91
226,205,86002300,2017,Beebe,1,1,0.88,1.3,NA,NA,NA,NA,179.487,0.5899,23.5,26.5,179.49,14.76405371,83.89081555,1.458717241,1.963058824,0.0364,0.04,8/15/2017,0.956521739,8,1,26.5,5/1/2017,0,0,0,0,0,0,0,0,115
228,207,86023400,2018,Bass,1,2,3.69,3.1,NA,NA,NA,NA,95.961,0.449,34,3.1,95.96,3.230512714,117.158988,4.724242424,5.825,0.0122,0.011,7/12/2018,3.73255814,16,1,3.1,5/1/2018,1,0,0,0,0,0,0,0,86
229,208,86028200,2017,Louisa,1,1,1.2,1.3,NA,NA,NA,NA,129.566,0.6673,44,13.85,129.57,10.68920275,84.20953346,2.25,5.8,0.05325,0.05,7/28/2017,1.466666667,7,1,13.85,5/1/2017,0,0,0,0,0,0,0,0,120
230,209,86028200,2018,Louisa,1,2,0.9,3.1,NA,NA,NA,NA,129.566,0.6673,44,15.69,129.57,12.10928456,116.2923533,NA,NA,NA,NA,7/17/2018,1.703389831,7,1,15.69,5/1/2018,1,0,0,0,0,0,0,0,118
