permit_number,treatment_year,treatment_id,target_species,chemical,chem_unit,start_date,end_date,treatment_size,avg_depth,avg_vol_rate,avg_areal_rate,amount_total,water_temp_low,water_temp_high,wind_speed_low,wind_speed_high,air_temp_low,air_temp_high,avg_speed,wind_dir,active_ing
2018-0750,2022,P_319,EWM,Tribune,gal,2022-05-23,2022-05-23,7.6,5,0.4,2,15.2,61,61,0,5,60,60,2.5,SW,Diquat Dibromide
2018-0787,2020,P_320,CLP,Aquathol K,gal,2020-05-04,2020-05-04,20,6,0.53,3.2,64,NA,NA,7,7,52,52,7,E,Endothall
2018-0787,2022,P_321,CLP,Aquathol K,gal,2022-05-23,2022-05-23,20,6,0.63,3.8,76,60,60,5,5,72,72,5,NE,Endothall
2018-0833,2024,P_322,CLP,Aquathol K,gal,2024-05-05,2024-05-05,11,5.2,1.02,5.35,58.86,NA,NA,0,0,NA,NA,NA,NA,Endothall
2018-0834,2021,P_323,CLP,Aquathol K,gal,2021-05-17,2021-05-17,9.7,7.9,1.5,11.86,115,65,65,0,5,77,77,2.5,S,Endothall
2018-0849,2020,P_324,CLP,Cygnet Plus,gal,2020-05-22,2020-05-22,18,5.8,0.04,0.25,4.52,59,59,3,3,55,55,3,SE,Limonene
2018-0849,2020,P_325,CLP,Tribune,gal,2020-05-22,2020-05-22,18,5.8,0.34,2,36,59,59,3,3,55,55,3,SE,Diquat Dibromide
2018-0849,2021,P_326,CLP,Aquathol K,gal,2021-05-24,2021-05-24,18,5.8,0.9,5.2,93.61,70.8,72,0,8,72,79,5.5,S,Endothall
2018-0881,2020,P_327,CLP,Aquathol K,gal,2020-05-26,2020-05-26,12.2,6,0.54,3.24,39.57,67,67,0,5,65,65,2.5,SE,Endothall
2018-0881,2021,P_328,CLP,Aquathol K,gal,2021-05-27,2021-05-27,7.1,4.4,1.18,5.21,37,64,64,5,10,50,50,7.5,E,Endothall
2018-0898,2020,P_329,CLP,Aquathol K,gal,2020-05-22,2020-05-22,15.760000000000002,6,1,6,94.5,66,67,4,4,60,60,4,SE,Endothall
2018-0898,2021,P_330,CLP,Diquat Herbicide,gal,2021-05-17,2021-05-17,16,4,0.5,2,32,NA,NA,0,0,61,64,NA,NA,Diquat Dibromide
2018-0898,2023,P_331,CLP,Tribune,gal,2023-05-23,2023-05-23,16,2.8,0.49,1.93,30.88,NA,NA,0.7,6,72,74,5,S,Diquat Dibromide
2018-0910,2024,P_332,CLP,Tribune,gal,2024-04-29,2024-04-29,8.2,4,0.5,2,16.4,55,55,4,7,65,65,5.5,NW,Diquat Dibromide
2018-0912,2020,P_333,CLP,Aquathol K,gal,2020-05-20,2020-05-20,6.06,8,1.2,9.6,58.18,60,60,5,8,63,63,6.5,SE,Endothall
2018-0912,2021,P_334,CLP,Aquathol K,gal,2021-05-19,2021-05-19,11.4,7.6,0.72,5.47,62.35,65.3,65.9,1,5,66,68,3.7,S,Endothall
2018-0912,2022,P_335,CLP,Aquathol K,gal,2022-05-19,2022-05-19,2.5,5.2,1.8,9.35,23.38,63,65,0,0,60,60,NA,NA,Endothall
2018-1014,2020,P_336,CLP,Dibrox,gal,2020-05-06,2020-05-06,23.7,5,0.4,2,47.4,58,58,3,9,53,54,6,NW,Diquat Dibromide
2018-1015,2020,P_337,CLP,Dibrox,gal,2020-05-20,2020-05-20,50.5,4.9,0.31,1.5,75.75,58,58,7,7,63,65,7,E,Diquat Dibromide
2018-1016,2021,P_338,CLP,Aquathol K,gal,2021-05-05,2021-05-05,7.8,4,1.2,4.8,37.44,56.9,57.1,0,0,45,45,NA,NA,Endothall
2018-1041,2020,P_339,EWM,ProcellaCOR EC,oz,2020-07-15,2020-07-15,6.65,7,1.5,10.52,69.96,75,75,3,3,68,68,3,W,Florpyrauxifen-benzyl
2018-1041,2020,P_340,EWM,Tribune,gal,2020-07-15,2020-07-15,6.65,7,0.16,1.13,7.52,75,75,3,3,68,68,3,W,Diquat Dibromide
2018-1044,2021,P_341,CLP,Aquathol K,gal,2021-05-05,2021-05-05,24.689999999999998,6.1,1.53,9.34,230.64,54,56,1,3,53,54,2.3,SW,Endothall
2018-1045,2020,P_342,CLP,Aquathol K,gal,2020-05-12,2020-05-12,39.58,6,1.47,8.78,347.33,52,53,1,2,39,48,0.8,NNW,Endothall
2018-1045,2021,P_343,CLP,Aquathol K,gal,2021-05-05,2021-05-05,24.53,6.1,1.8,11,269.79,52,54,1,3,48,52,0.9,ENE,Endothall
2018-1045,2023,P_344,CLP,Semera,lbs?,2023-05-31,2023-05-31,37.95,6.9,0.61,4.22,160,74,74,6,10,85,85,8,SSW,Flumioxazin
2018-1087,2021,P_345,CLP,Aquathol K,gal,2021-05-28,2021-05-28,30,6.5,1.44,9.33,280,62,62,5,10,48,48,7.5,SE,Endothall
2018-1097,2021,P_346,CLP,Aquathol K,gal,2021-05-06,2021-05-06,1,5.9,1.93,11.4,11.4,49,49,4,4,40,40,4,NW,Endothall
2018-1132,2022,P_347,CLP,Aquathol K,gal,2022-05-23,2022-05-23,11,5,0.8,4,44,NA,NA,5,5,54,54,5,W,Endothall
2018-1159,2020,P_348,CLP,Aquathol K,gal,2020-05-27,2020-05-27,16,5,0.6,3,48,NA,NA,3,3,70,70,3,SW,Endothall
2018-1159,2021,P_349,CLP,Aquathol K,gal,2021-05-12,2021-05-12,23,5,0.64,3.19,73.37,NA,NA,0,0,NA,NA,NA,NA,Endothall
2018-1159,2023,P_350,CLP,Aquathol K,gal,2023-05-21,2023-05-21,17.2,4,0.65,2.58,44.4,NA,NA,5,5,NA,NA,5,SW,Endothall
2018-1159,2024,P_351,CLP,Aquathol K,gal,2024-05-05,2024-05-05,16,4,0.64,2.55,40.83,NA,NA,6,6,NA,NA,6,SW,Endothall
2018-1228,2020,P_352,CLP,Aquathol K,gal,2020-05-16,2020-05-16,46.5,6.6,0.61,4.04,187.7,NA,NA,4,6,NA,NA,5.2,NE,Endothall
2018-1380,2022,P_353,EWM,Tribune,gal,2022-07-16,2022-07-16,3.7,5,0.5,2.5,9.25,NA,NA,0,0,NA,NA,NA,NA,Diquat Dibromide
2018-1459,2023,P_354,EWM,"2,4-D Amine",,2023-07-06,2023-07-07,51.1,4.7,NA,NA,0,74,76.7,2.5,4,75,79,3.2,NE,NA
2018-1459,2024,P_355,EWM,"2,4-D Amine",gal,2024-07-08,2024-07-08,51.1,4.9,1.82,9,459.9,81,83.7,3,6,77,83,4.4,NE,NA
2018-1459,2025,P_356,EWM,Weedar 64,,2025-07-10,2025-07-10,51.1,5,NA,NA,0,78,83.8,3,6,82,85,4.3,SSW,"2,4-D"
2018-1512,2020,P_357,CLP,Tribune,gal,2020-05-19,2020-05-19,9.9,5,0.4,2,19.8,66,66,10,10,70,70,10,E,Diquat Dibromide
2018-1512,2022,P_358,CLP,Aquathol K,gal,2022-06-01,2022-06-01,10.1,5,0.81,4.06,41,67,67,8,8,68,68,8,NW,Endothall
2018-1512,2022,P_359,CLP,Tribune,gal,2022-06-01,2022-06-01,10.1,5,0.4,2,20.2,67,67,8,8,68,68,8,NW,Diquat Dibromide
2018-1664,2020,P_360,CLP,Aquathol K,gal,2020-05-19,2020-05-19,1.3,6.5,2.3,15,19.5,58,58,6,6,62,62,6,E,Endothall
2018-1664,2023,P_361,CLP,Aquathol K,gal,2023-05-26,2023-05-26,3.5700000000000003,4.2,3.2,13.57,48.45,65,66,2,4,57,60,3,S,Endothall
2018-1864,2021,P_362,CLP,Tribune,gal,2021-05-26,2021-05-26,8.9,4,0.5,2,17.8,64,64,5,10,50,50,7.5,NNW,Diquat Dibromide
2018-2165,2023,P_363,EWM,Platoon,gal,2023-08-25,2023-08-25,1.79,9.5,2.84,26.98,48.29,78,78,0,0,70,70,0,N,"2,4-D"
2018-2174,2020,P_364,EWM,ProcellaCOR EC,oz,2020-06-23,2020-06-23,23.5,7.7,7.18,55.12,1295.31,74.5,74.5,5,8,69,69,6.5,N,Florpyrauxifen-benzyl
2018-2174,2021,P_365,EWM,ProcellaCOR EC,oz,2021-07-20,2021-07-20,38.9,9,6.76,60.82,2366,82,82,0,5,88,88,NA,NA,Florpyrauxifen-benzyl
2018-2398,2022,P_366,EWM,,,2022-08-25,2022-08-25,1,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2661,2021,P_367,EWM,ProcellaCOR,oz,2021-09-22,2021-09-22,14,6,4.35,26.07,365,66,66,0,5,55,55,2.5,SW,Florpyrauxifen-benzyl
2018-2661,2021,P_368,EWM,Tribune,gal,2021-09-22,2021-09-22,14,6,0.33,2,28,66,66,0,5,55,55,2.5,SW,Diquat Dibromide
2018-2938,2020,P_369,FR,Cide-Kick 2.5 Gal,gal,2020-07-09,2020-07-09,0.1,6.5,0.15,1,0.1,83,83,0,5,80,80,2.5,NW,Limonene
2018-2938,2020,P_370,FR,Tribune ,gal,2020-07-09,2020-07-09,0.1,6.5,0.31,2,0.2,83,83,0,5,80,80,2.5,NW,NA
2018-3528,2021,P_371,EWM,ProcellaCOR,oz,2021-09-27,2021-09-27,11.3,2.1,8.85,18.58,210,67,67,3,3,64,64,3,NE,Florpyrauxifen-benzyl
2018-3528,2021,P_372,EWM,Tribune,gal,2021-09-27,2021-09-27,11.3,2.1,0.71,1.5,16.95,67,67,3,3,64,64,3,NE,Diquat Dibromide
2018-3528,2024,P_373,EWM,Sonar A.S.,gal,2024-04-11,2024-04-11,115,5.5,0,0.01,0.65,51.3,51.3,7,7,51,51,7,NW,Fluridone
2018-3528,2024,P_374,EWM,Sonar A.S.,gal,2024-05-22,2024-05-22,115,15,0,0.01,1.3,67,67,10,10,63,63,10,S,Fluridone
2019-0017,2020,P_375,EWM,ProcellaCOR EC,oz,2020-10-02,2020-10-02,11.3,3.5,11.81,41.35,467.2,50,50,0,5,NA,NA,NA,NA,Florpyrauxifen-benzyl
2019-0018,2020,P_376,EWM,ProcellaCOR,oz,2020-10-02,2020-10-02,4.3,3.9,12.4,48.37,208,50,50,0,0,40,40,NA,NA,Florpyrauxifen-benzyl
2019-0027,2020,P_377,CLP,Aquathol K,gal,2020-05-06,2020-05-06,80.7,6.7,0.6,4.01,323.49,55,58,2,8,46,55,4.8,NW,Endothall
2019-0027,2021,P_378,CLP,Aquathol K,gal,2021-05-11,2021-05-11,80.7,6.8,0.6,4.1,330.66,54,55,0,4,34,50,1.8,SSE,Endothall
2019-0039,2020,P_379,EWM,ProcellaCOR EC,oz,2020-07-10,2020-07-10,3.1,4.9,11.48,56.26,174.4,83,83,0,5,81,81,2.5,W,Florpyrauxifen-benzyl
2019-0258,2020,P_380,CLP,Aquathol K,gal,2020-05-26,2020-05-26,17.5,6,1.3,7.8,136.5,60,60,3,3,60,60,3,NW,Endothall
2019-0258,2021,P_381,CLP,Aquathol K,gal,2021-06-03,2021-06-03,13,7.9,1.28,10.14,131.8,66,66,4,4,72,72,4,SW,Endothall
2019-0258,2022,P_382,CLP,Aquathol K,gal,2022-06-02,2022-06-02,5.5,10,1,9.96,54.8,60,60,7,7,56,56,7,W,Endothall
2019-0258,2025,P_383,CLP,FlumigardSC,gal,2025-05-22,2025-05-22,22.4,8,0.1,0.78,17.4,56,56,4,4,64,64,4,N,Flumioxazin
2019-0627,2020,P_384,EWM,ProcellaCOR EC,oz,2020-10-08,2020-10-08,0.86,4.5,20.67,93.02,80,55,55,0,5,42,42,NA,NA,Florpyrauxifen-benzyl
2019-0859,2022,P_385,CLP,Aquathol K,gal,2023-05-15,2023-05-15,39.7,3.5,0.69,2.41,95.86,NA,NA,4,6,71,71,5,N,Endothall
2019-0880,2020,P_386,CLP,Sonar A.S.,gal,2020-04-14,2020-04-14,145,5,0,0.01,2,40,40,2,2,27,27,2,NW,Fluridone
2019-0880,2020,P_387,CLP,Sonar A.S.,gal,2020-05-06,2020-05-06,145,5,0,0.01,0.85,54,54,7,7,55,55,7,NNW,Fluridone
2019-0880,2021,P_388,CLP,Sonar A.S.,gal,2021-04-07,2021-04-07,145,5,0,0.01,2,60,60,2,2,NA,NA,2,NE,Fluridone
2019-0880,2022,P_389,CLP,Sonar A.S.,gal,2022-04-20,2022-04-20,145,5,0,0.01,2,40,40,4,4,46,46,4,SE,Fluridone
2019-1039,2021,P_390,CLP,Tribune,gal,2021-05-26,2021-05-26,6,4,0.38,1.5,9,NA,NA,5,5,NA,NA,5,NNE,Diquat Dibromide
2019-1061,2022,P_391,CLP,Tribune,gal,2022-05-19,2022-05-19,7.28,7,0.29,2,14.56,67,67,5,5,55,55,5,E,Diquat Dibromide
2019-1068,2024,P_392,CLP,Aquathol K,gal,2024-04-30,2024-04-30,5.5,6,1,6,33,49,49,1,1,58,58,1,N,Endothall
2019-1068,2025,P_393,CLP,FlumigardSC,oz,2025-05-08,2025-05-08,5.8100000000000005,6,12.78,76.68,445.5,57,57,6,6,46,46,6,E,Flumioxazin
2019-1137,2021,P_394,CLP,Tribune,gal,2021-05-25,2021-05-25,14,7,0.5,3.5,49,NA,NA,12,15,78,78,13.5,WSW,Diquat Dibromide
2019-1303,2020,P_395,CLP,Aquathol K,gal,2020-05-22,2020-05-22,3.54,4,0.79,3.18,11.25,NA,NA,5,5,67,67,5,SE,Endothall
2019-1303,2021,P_396,CLP,Aquathol K,gal,2021-05-26,2021-05-26,3.18,6,0.79,4.75,15.1,NA,NA,6,6,66,66,6,N,Endothall
2019-1303,2022,P_397,CLP,Aquathol K,gal,2022-05-27,2022-05-27,3.27,4,0.79,3.17,10.37,NA,NA,4,5,66,69,4.5,NW,Endothall
2019-1328,2020,P_398,EWM,ProcellaCOR EC,gal,2020-05-21,2020-05-21,8.32,7,5.06,35.43,294.81,63.5,63.5,7,7,61,61,7,SSE,Florpyrauxifen-benzyl
2019-1328,2020,P_399,EWM,Tribune,gal,2020-05-21,2020-05-21,8.32,7,0.19,1.3,10.78,63.5,63.5,7,7,61,61,7,SSE,Diquat Dibromide
2019-1460,2020,P_400,CLP,Aquathol K,gal,2020-05-22,2020-05-22,3.11,4,0.8,3.18,9.9,NA,NA,2,5,67,67,3.5,SE,Endothall
2019-1475,2022,P_401,CLP,Semera,lbs,2023-05-15,2023-05-15,2.5,4.1,0.91,3.72,9.3,63,63,0,5,64,64,2.5,W,Flumioxazin
2019-1554,2022,P_402,CLP,Galleon SC,qt,2022-05-24,2022-05-24,10,4,0.17,0.7,7,NA,NA,5,5,66,66,5,S,Penoxsulam
2019-1554,2024,P_403,CLP,Flumigard SC,oz,2024-04-15,2024-04-15,8.15,5.9,18.46,108,880.2,NA,NA,9,9,64,64,9,E,NA
2019-1617,2020,P_404,CLP,Tribune,gal,2020-05-15,2020-05-15,18.9,5,0.4,2,37.8,57.4,57.4,7,7,63,63,7,NNW,Diquat Dibromide
2019-1617,2020,P_405,EWM,Kammo Plus,gal,2020-07-10,2020-07-10,3.49,5,0.06,0.29,1,83,83,3,3,80,80,3,NW,Limonene
2019-1617,2020,P_406,EWM,ProcellaCOR EC,oz,2020-07-10,2020-07-10,3.49,5,2.54,12.68,44.25,83,83,3,3,80,80,3,NW,Florpyrauxifen-benzyl
2019-1617,2020,P_407,EWM,Tribune,gal,2020-07-10,2020-07-10,3.49,5,0.4,2,6.98,83,83,3,3,80,80,3,NW,Diquat Dibromide
2019-1617,2025,P_408,CLP,Tribune,gal,2025-05-06,2025-05-06,45.9,6.5,0.31,2,91.8,55,55,0,5,60,60,2.5,NW,Diquat Dibromide
2019-1846,2021,P_409,CLP,Aquathol K,gal,2021-05-26,2021-05-26,7.9,4,1.77,7.09,56,63,63,0,5,50,50,2.5,NW,Endothall
2019-1846,2022,P_410,CLP,Aquathol K,gal,2022-06-03,2022-06-03,7.2,4,1.77,7.08,51,60,60,5,10,48,48,7.5,W,Endothall
2019-2082,2022,P_411,EWM,Sonar A.S.,gal,2022-06-22,2022-06-22,218,NA,NA,0.03,6.18,NA,NA,6,6,83,83,6,NW,Fluridone
2019-2082,2022,P_412,EWM,Sonar A.S.,oz,2022-07-28,2022-07-28,218,NA,NA,1.81,395,NA,NA,9,9,71,71,9,NW,Fluridone
2019-2135,2020,P_413,CLP,Aquathol K,gal,2020-05-26,2020-05-26,4.7,7.4,1.24,9.17,43.1,63,63,0,5,65,65,2.5,SSW,Endothall
2019-2135,2020,P_414,EWM,Aquathol K,oz,2020-07-22,2020-07-22,8.3,6.9,9.89,68.24,566.4,75,75,0,5,65,65,2.5,N,Endothall
2019-2135,2022,P_415,EWM,ProcellaCOR EC,oz,2022-10-04,2022-10-04,1.9,4.6,16.11,74.11,140.8,61,61,0,5,55,55,NA,NA,Florpyrauxifen-benzyl
2019-2394,2020,P_416,EWM,"2,4-D Amine",gal,2020-08-04,2020-08-04,9.9,5,2.84,14.2,140.6,76,77,2,5,63,69,3.5,W,NA
2019-2394,2021,P_417,EWM,Platoon,gal,2021-08-13,2021-08-13,13.200000000000001,5.3,2.55,13.55,178.91,74,74,3,3,60,68,3,W,"2,4-D"
2019-2512,2022,P_418,EWM,ProcellaCOR EC,PDU,2022-07-27,2022-07-27,10,7,5,35,350,75,75,3,3,64,64,3,W,Florpyrauxifen-benzyl
2019-2512,2022,P_419,EWM,ProcellaCOR EC,oz,2023-06-29,2023-06-29,6.7,6.5,12.79,83.1,556.8,77,77,0,5,72,72,2.5,SW,Florpyrauxifen-benzyl
2019-3016,2021,P_420,EWM,ProcellaCOR EC,oz,2021-08-25,2021-08-25,3.08,6,3.08,18.51,57,78,78,4,4,73,73,4,N,Florpyrauxifen-benzyl
2019-3016,2021,P_421,EWM,Tribune,gal,2021-08-25,2021-08-25,3.08,6,0.32,1.95,6,78,78,4,4,73,73,4,N,Diquat Dibromide
2019-3016,2023,P_422,EWM,"2,4-D Amine",gal,2023-08-24,2023-08-24,11,5.6,2.04,11.38,125.14,74,74,4.8,4.8,78,78,4.8,NW,NA
2019-3106,2022,P_423,EWM,ProcellaCOR EC,gal,2022-08-04,2022-08-04,3.1,4.9,12.85,62.97,195.2,75,75,0,5,70,70,2.5,SE,Florpyrauxifen-benzyl
2019-3248,2020,P_424,EWM,"2,4-D Amine",gal,2020-08-10,2020-08-10,3.2,4.4,2.84,12.56,40.18,75,75,5,5.6,70,70,5.2,W,NA
2019-3431,2020,P_425,CLP,Aquathol K,gal,2020-05-15,2020-05-15,9,8.8,1.48,13.02,117.2,54,55,0,2,61,61,2,N,Endothall
2019-3431,2022,P_426,CLP,Tribune,gal,2022-06-03,2022-06-03,26,8,0.25,2,52,60,60,3,5,50,50,4,N,Diquat Dibromide
2020-0043,2020,P_427,CLP,Tribune,gal,2020-05-13,2020-05-13,29.11,5,0.4,2,58.22,54.7,54.7,8,8,50,50,8,SE,Diquat Dibromide
2020-0043,2021,P_428,CLP,Tribune,gal,2021-05-05,2021-05-05,26.2,8,0.25,2,52.4,56,56,5,10,50,50,7.5,N,Diquat Dibromide
2020-0108,2020,P_429,CLP,Aquathol K,,2020-06-02,2020-06-02,18,6.5,NA,NA,0,65,65,17,17,88,88,17,ENE,Endothall
2020-0120,2024,P_430,CLP,Schooner 51.0% WDG,lbs,2024-04-30,2024-04-30,11,7.2,1.06,7.62,83.8,51,51,1,1,48,48,1,W,NA
2020-0139,2020,P_431,CLP,Aquathol K,gal,2020-05-19,2020-05-19,22.05,7.5,0.85,6.4,141.15,52,52,5,5,55,55,5,E,Endothall
2020-0139,2025,P_432,CLP,FlumigardSC,gal,2025-05-14,2025-05-14,8.6,7.1,0.14,1,8.6,65,65,3,3,62,62,3,SE,Flumioxazin
2020-0140,2020,P_433,CLP,Aquathol K,gal,2020-05-18,2020-05-19,9.37,7.9,1,7.91,74.1,53,55,7,7,71,73,6.7,SE,Endothall
2020-0140,2020,P_434,CLP,Aquathol K,gal,2020-05-26,2020-05-26,5.5,6,1,6,33,NA,NA,0,1,NA,NA,NA,NA,Endothall
2020-0140,2020,P_435,CLP,Aquathol Super K,lbs,2020-05-19,2020-05-19,3.8,7,4.54,31.58,120,55,55,7,7,71,71,7,SE,Endothall
2020-0140,2021,P_436,CLP,Aquathol K,gal,2021-05-19,2021-05-19,5.5,8.6,0.73,6.27,34.5,61,61,8,8,65,65,8,S,Endothall
2020-0140,2025,P_437,CLP,FlumigardSC,gal,2025-05-14,2025-05-14,3.6,7,0.15,1.03,3.7,67,67,3,3,78,78,3,SE,Flumioxazin
2020-0141,2020,P_438,CLP,Aquathol K,gal,2020-05-18,2020-05-18,10.81,7.3,1,7.29,78.85,53,53,7,7,55,55,7,NE,Endothall
2020-0141,2021,P_439,CLP,Aquathol K,gal,2021-05-19,2021-05-19,7.7,7,0.8,5.56,42.8,61,61,7,7,68,68,7,SE,Endothall
2020-0141,2022,P_440,CLP,Aquathol K,gal,2022-05-26,2022-05-26,12.8,7.1,0.73,5.17,66.2,58,58,5,5,52,52,5,N,Endothall
2020-0141,2025,P_441,CLP,FlumigardSC,gal,2025-05-14,2025-05-14,8.6,5.7,0.14,0.78,6.7,67,67,3,3,65,65,3,SE,Flumioxazin
2020-0145,2022,P_442,CLP,Tribune,,2022-10-26,2022-10-26,5,6,NA,NA,0,51,51,4,4,50,50,4,NW,Diquat Dibromide
2020-0145,2022,P_443,CLP,Tribune,,2023-06-06,2023-06-06,5.9,5.9,NA,NA,0,83,83,7,7,83,83,7,NE,Diquat Dibromide
2020-0145,2022,P_444,CLP,Tribune,gal,2022-06-07,2022-06-07,6.9,7,0.72,5.07,35,64,64,4,4,65,65,4,SE,Diquat Dibromide
2020-0147,2022,P_445,CLP,Tribune,gal,2022-06-07,2022-06-07,5.8,6.4,0.48,3.1,18,64,64,4,4,65,65,4,SE,Diquat Dibromide
2020-0148,2022,P_446,CLP,Tribune,,2022-10-26,2022-10-26,5.3,9.3,NA,NA,0,51,51,7,7,46,46,7,S,Diquat Dibromide
2020-0148,2022,P_447,CLP,Tribune,,2023-06-06,2023-06-06,8,10.1,NA,NA,0,83,83,7,7,83,83,7,NE,Diquat Dibromide
2020-0148,2022,P_448,CLP,Tribune,gal,2022-06-07,2022-06-07,10.6,10.3,0.5,5.09,54,64,64,4,4,65,65,4,SE,Diquat Dibromide
2020-0172,2020,P_449,CLP,Aquathol K,gal,2020-05-15,2020-05-15,27.3,3.3,0.7,2.31,63.06,54,55,1,8,48,50,5.2,WNW,Endothall
2020-0172,2021,P_450,CLP,Aquathol K,gal,2021-05-12,2021-05-12,23.509999999999998,3.4,0.71,2.39,56.12,58.1,60.6,0,7,59,65,2.7,SW,Endothall
2020-0177,2020,P_451,EWM,ProcellaCOR EC,PDU,2020-10-07,2020-10-07,36.4,4.2,4.27,17.86,650,57,57,4,4,44,44,4,S,Florpyrauxifen-benzyl
2020-0177,2021,P_452,EWM,ProcellaCOR EC,oz,2021-09-30,2021-09-30,0.54,5.9,7.23,42.67,23.04,64,64,0,5,70,70,2.5,SE,Florpyrauxifen-benzyl
2020-0177,2021,P_453,EWM,Tribune,gal,2021-09-30,2021-09-30,0.54,5.9,0.34,2,1.08,64,64,0,5,70,70,2.5,SE,Diquat Dibromide
2020-0181,2020,P_454,CLP,Dibrox,gal,2020-05-19,2020-05-19,23,4.5,0.22,1,23,55,55,5,5,60,60,5,E,Diquat Dibromide
2020-0181,2021,P_455,CLP,Dibrox,gal,2021-05-10,2021-05-10,23,4.5,0.22,1,23,59,59,3,5,45,45,4,NE,Diquat Dibromide
2020-0181,2022,P_456,CLP,Tribune,gal,2022-05-27,2022-05-27,28.7,9,0.11,1,28.7,63,63,0,0,50,50,NA,NA,Diquat Dibromide
2020-0185,2020,P_457,CLP,Aquathol K,gal,2020-05-21,2020-05-21,7,7.5,1.61,12.09,84.6,60,60,7,8.5,63,65,7.8,ESE,Endothall
2020-0185,2021,P_458,CLP,Aquathol K,gal,2021-05-22,2021-05-22,28,8.2,0.6,4.92,137.7,66.8,70.4,3,10,79,82,6.4,SSE,Endothall
2020-0191,2025,P_459,CLP,Diquat Herbicide,gal,2025-05-09,2025-05-09,30,4,0.25,1,30,55,55,7,7,57,57,7,S,Diquat Dibromide
2020-0208,2020,P_460,EWM,"2,4-D Amine",gal,2020-09-18,2020-09-18,10,6,2.84,17.04,170.4,NA,NA,0,3,62,62,1.5,SSE,NA
2020-0208,2022,P_461,EWM,Captain,gal,2022-09-12,2022-09-12,14.63,6,2.73,16.4,240,NA,NA,0,3,NA,NA,1.5,WSW,Copper Complex
2020-0211,2020,P_462,EWM,Kammo Plus,gal,2020-07-13,2020-07-13,21.29,5,0.01,0.05,1,83,83,5,4,80,80,4.5,S,Limonene
2020-0211,2020,P_463,EWM,Tribune,gal,2020-07-13,2020-07-13,21.29,5,0.4,2,42.58,83,83,5,4,80,80,4.5,S,Diquat Dibromide
2020-0211,2021,P_464,EWM,ProcellaCOR EC,gal,2021-06-26,2021-06-26,1.4,5,3.8,19.01,26.62,79,79,2,2,80,80,2,SW,Florpyrauxifen-benzyl
2020-0211,2021,P_465,EWM,ProcellaCOR EC,oz,2021-07-16,2021-07-16,10.6,5,3.77,18.87,200,78,78,0,5,70,70,NA,NA,Florpyrauxifen-benzyl
2020-0211,2021,P_466,EWM,Tribune,gal,2021-06-26,2021-06-26,1.4,5,0.4,2,2.8,79,79,2,2,80,80,2,SW,Diquat Dibromide
2020-0211,2021,P_467,EWM,Tribune,gal,2021-07-16,2021-07-16,10.6,5,0.4,2,21.2,78,78,0,5,70,70,NA,NA,Diquat Dibromide
2020-0211,2022,P_468,EWM,ProcellaCOR EC,oz,2022-07-25,2022-07-25,4,5,8.4,42,168,77,77,3,3,70,70,3,W,Florpyrauxifen-benzyl
2020-0211,2022,P_469,EWM,Tribune,gal,2022-07-25,2022-07-25,4,5,0.25,1.25,5,77,77,3,3,70,70,3,W,Diquat Dibromide
2020-0212,2020,P_470,CLP,Aquathol K,gal,2020-05-27,2020-05-27,11.85,7,0.8,5.6,66.36,60,60,5,7,68,68,6,SE,Endothall
2020-0903,2021,P_471,CLP,Tribune,gal,2021-05-12,2021-05-12,40.64,12,0.17,2,81.28,62,62,0,3,63,63,NA,NA,Diquat Dibromide
2020-0903,2022,P_472,CLP,Diquat Herbicide,gal,2022-05-17,2022-05-17,40.76,2,1,2,81.4,NA,NA,5,6,60,60,5.5,E,Diquat Dibromide
2020-0903,2022,P_473,CLP,Tribune,gal,2023-05-16,2023-05-16,40.81,4,0.5,2,81.62,NA,NA,5,5,78,78,5,NW,Diquat Dibromide
2020-0903,2024,P_474,CLP,Diquat Herbicide,gal,2024-04-15,2024-04-15,42.489999999999995,4,0.5,2,84.98,NA,NA,9,9,58,60,9,ENE,Diquat Dibromide
2020-0924,2025,P_475,CLP,FlumigardSC,gal,2025-05-13,2025-05-13,2.7,5,0.2,1,2.7,70,70,8,8,68,68,8,SE,Flumioxazin
2020-1556,2021,P_476,EWM,Tribune,gal,2021-05-13,2021-05-13,24.9,4,0.5,2,49.8,61,61,4,4,57,57,4,SSW,Diquat Dibromide
2020-1556,2025,P_477,EWM,Sonar A.S.,gal,2025-04-16,2025-04-16,360,5,0,0.01,4.75,50,50,6,10,41,41,8,SW,Fluridone
2020-1556,2025,P_478,EWM,Sonar A.S.,gal,2025-05-08,2025-05-08,380,5,0,0.01,3,62,62,0,5,48,48,2.5,E,Fluridone
2020-2645,2020,P_479,EWM,"2,4-D Amine",gal,2020-08-20,2020-08-20,9.9,5.2,2.84,14.64,144.92,74,74,2,6,73,73,3.5,SE,NA
2020-2645,2021,P_480,EWM,Platoon,gal,2021-08-09,2021-08-09,5.18,4,2.84,11.36,58.85,76.4,77.2,4,4,81,83,4,SE,"2,4-D"
2020-3342,2021,P_481,CLP,Dibrox,gal,2021-05-06,2021-05-06,15.6,5.4,0.37,2,31.22,56.9,59.6,3,7,47,57,4,NW,Diquat Dibromide
