"","X","Lake.ID","Year","Lake","Latitude.x","Trt","YrsTrt","PrevAUGSecchi","IceIn","IceOut","IceCover","Snow","APRMAYPcri","APRMAY3.7","APRMAYDIFF","APRMAYRelDens","APRMAYRelDensall","County","Latitude.y","Longitude","Ecoregion","Lake.area..ha.","Littoral.area..ha.","Proportion.littoral","Max.depth..m.","Lake.y","Acres_Chem","Acres_Harvested","litt.ac","perc.lit.chem","Snow.sc","PrevAUGSecchi.sc","IceCover.sc","lake_year","nsamp","nocc_pcri","rd_pcri","datasource","foc_clp","cytrt","yutrt","Trte","perc.cheme"
"123",123,27019200,2012,"rebecca",45.066,"1",4,1.8,"30-Nov","18-Mar",110,2,0.18,0.22,-0.04,1.11,0.2,"Hennepin",45.066,-93.742,"NCHF",107,56,0.52,"9.1","Rebecca ",138,NA,138.3788,0.997262586465557,-1.30840397344474,0.587438460426237,-1.6591075429126,"rebecca2012",158,28,1.10714285714286,"brasch",0.177215189873418,2,0,"1",0.46972513130624
"124",124,27019200,2013,"rebecca",45.066,"1",5,1.2,"22-Nov","29-Apr",159,11.7,0.21,0.25,-0.04,1.36,0.28,"Hennepin",45.066,-93.742,"NCHF",107,56,0.52,"9.1","Rebecca ",46,NA,138.3788,0.332420862155186,-0.217121922990058,-0.0142582150588893,1.77330547206819,"rebecca2013",157,33,1.36363636363636,"brasch",0.210191082802548,3,0,"1",0.997262586465557
"125",125,27019200,2014,"rebecca",45.066,"1",6,1.8,"24-Nov","13-Apr",141,25.7,0.12,0.14,-0.02,1,0.12,"Hennepin",45.066,-93.742,"NCHF",107,56,0.52,"9.1","Rebecca ",46,NA,138.3788,0.332420862155186,1.35792433539815,0.587438460426237,0.51241905840178,"rebecca2014",152,18,1,"brasch",0.118421052631579,4,0,"1",0.332420862155186
"126",126,27019200,2015,"rebecca",45.066,"0",0,1.3,"17-Nov","29-Mar",133,4.8,NA,NA,NA,NA,NA,"Hennepin",45.066,-93.742,"NCHF",107,56,0.52,"9.1",NA,0,NA,138.3788,0,-0.993394721767103,0.0860245641886318,-0.0479749032277375,"rebecca2015",NA,NA,NA,NA,NA,5,0,"1",0.332420862155186
"1",1,2000900,2006,"reshanau",45.152,"1",2,0.3,"30-Nov","7-Apr",129,7.6,0.39,0.39,0,NA,NA,"Anoka",45.152,-93.096,"NCHF",136,136,1,"3","Reshanau ",282,NA,336.0628,2.59367107468117,-0.678385470089462,-0.916803228286578,-0.328171884042496,"reshanau2006",NA,NA,NA,NA,NA,0,0,"0",0
"2",2,2000900,2007,"reshanau",45.152,"1",3,0.3,"1-Dec","30-Mar",120,10.9,0.95,0.95,0,NA,NA,"Anoka",45.152,-93.096,"NCHF",136,136,1,"3","Reshanau ",282,NA,336.0628,2.59367107468117,-0.307124566326527,-0.916803228286578,-0.958615090875703,"reshanau2007",NA,NA,NA,NA,NA,0,0,"1",2.59367107468117
"3",3,2000900,2008,"reshanau",45.152,"1",4,0.5,"28-Nov","22-Apr",147,10.7,0.72,0.72,0,1.09,0.78,"Anoka",45.152,-93.096,"NCHF",136,136,1,"3","Reshanau ",282,NA,336.0628,2.59367107468117,-0.329625227160644,-0.716237669791536,0.932714529623918,"reshanau2008",130,94,1.19148936170213,"mccomas",0.723076923076923,1,0,"1",2.59367107468117
"4",4,2000900,2009,"reshanau",45.152,"1",5,0.3,"22-Nov","9-Apr",139,12.9,0.31,0.31,0,1.05,0.78,"Anoka",45.152,-93.096,"NCHF",136,136,1,"3","Reshanau ",282,NA,336.0628,2.59367107468117,-0.082117957985354,-0.916803228286578,0.372320567994401,"reshanau2009",130,40,1.1,"mccomas",0.307692307692308,2,0,"1",2.59367107468117
"5",5,2000900,2010,"reshanau",45.152,"0",0,0.4,"6-Dec","31-Mar",116,22.6,0.46,0.46,0,1.13,0.52,"Anoka",45.152,-93.096,"NCHF",136,136,1,"3",NA,0,NA,336.0628,0,1.00916409246933,-0.816520449039057,-1.23881207169046,"reshanau2010",130,60,1.15,"mccomas",0.461538461538462,3,0,"1",2.59367107468117
"6",6,2000900,2011,"reshanau",45.152,"1",1,0.5,"24-Nov","12-Apr",140,31.1,0.65,0.65,0,1.58,1.02,"Anoka",45.152,-93.096,"NCHF",136,136,1,"3","Reshanau ",49,NA,336.0628,0.583224325929558,1.96544217791932,-0.716237669791536,0.44236981319809,"reshanau2011",130,84,1.64285714285714,"mccomas",0.646153846153846,0,1,"0",0
"7",7,2000900,2012,"reshanau",45.152,"1",2,0.5,"30-Nov","18-Mar",110,2.1,0.48,0.48,0,1.08,0.52,"Anoka",45.152,-93.096,"NCHF",136,136,1,"3","Reshanau ",48,NA,336.0628,0.57132178866569,-1.29715364302769,-0.716237669791536,-1.6591075429126,"reshanau2012",130,64,NA,"mccomas",0.492307692307692,0,0,"1",0.583224325929558
"8",8,2000900,2013,"reshanau",45.152,"1",0,0.3,"10-Dec","1-May",143,18.4,0.06,0.06,0,1,0.06,"Anoka",45.152,-93.096,"NCHF",136,136,1,"3","Reshanau ",48,NA,336.0628,0.57132178866569,0.53665021495287,-0.916803228286578,0.652517548809159,"reshanau2013",115,8,1,"mccomas",0.0695652173913043,1,0,"1",0.57132178866569
"9",9,2000900,2014,"reshanau",45.152,"1",1,0.3,"23-Nov","23-Apr",152,30.2,0.1,0.1,0,1,0.1,"Anoka",45.152,-93.096,"NCHF",136,136,1,"3","Reshanau ",48,NA,336.0628,0.12949960543089,1.86418920416579,-0.916803228286578,1.28296075564237,"reshanau2014",18,13,1,"mccomas",0.1,2,0,"1",0.57132178866569
"10",10,2000900,2015,"reshanau",45.152,"1",2,NA,"13-Nov","31-Mar",139,6,0.23,0.23,0,NA,NA,"Anoka",45.152,-93.096,"NCHF",136,136,1,"3","Reshanau ",48,NA,336.0628,0.626610994020434,-0.8583907567624,NA,0.372320567994401,"reshanau2015",44,0,NA,"mccomas",0.23,3,0,"1",0.12949960543089
"11",11,10000200,2011,"riley",44.836,"0",0,1,"25-Nov","10-Apr",137,24.8,NA,NA,NA,NA,NA,"Carver",44.836,-93.522,"NCHF",120,44,0.37,"14.9",NA,0,NA,108.7262,0,1.25667136164462,-0.214823773553931,0.232222077587021,"riley2011",NA,NA,NA,NA,NA,0,0,"0",0
"12",12,10000200,2012,"riley",44.836,"0",0,0.9,"4-Dec","18-Mar",106,1.9,0.62,0.71,-0.09,3.72,2.31,"Carver",44.836,-93.522,"NCHF",120,44,0.37,"14.9",NA,0,NA,108.7262,0,-1.3196543038618,-0.315106552801452,-1.93930452372736,"riley2012",165,106,NA,"newman",0.642424242424242,0,0,"0",0
"13",13,10000200,2013,"riley",44.836,"1",1,0.8,"3-Dec","28-Apr",147,8.9,0.53,0.59,-0.06,2.84,1.51,"Carver",44.836,-93.522,"NCHF",120,44,0.37,"14.9","Riley",35,NA,108.7262,0.456903849806567,-0.532131174667699,-0.415389332048973,0.932714529623918,"riley2013",179,96,NA,"newman",0.536312849162011,0,0,"0",0
"14",14,10000200,2014,"riley",44.836,"1",2,0.8,"27-Nov","18-Apr",143,19.7,0.27,0.3,-0.03,1.67,0.4,"Carver",44.836,-93.522,"NCHF",120,44,0.37,"14.9","Riley",35,NA,108.7262,0.456903849806567,0.682904510374633,-0.415389332048973,0.652517548809159,"riley2014",176,48,1.66666666666667,"newman",0.272727272727273,0,0,"1",0.456903849806567
"15",15,10000200,2015,"riley",44.836,"1",3,2,"27-Nov","30-Mar",124,3.2,0.25,0.28,-0.03,1.11,0.27,"Carver",44.836,-93.522,"NCHF",120,44,0.37,"14.9","Riley",34.5,NA,108.7262,0.450376651952187,-1.17340000844004,0.788004018921279,-0.678418110060945,"riley2015",181,45,1.11111111111111,"newman",0.248618784530387,1,0,"1",0.456903849806567
"66",66,27007100,2011,"round",44.869,"0",0,1.3,"23-Nov","10-Apr",139,27.1,NA,NA,NA,NA,NA,"Hennepin",44.869,-93.493,"NCHF",31,23,0.74,"11.3",NA,0,NA,56.83415,0,1.51542896123697,0.0860245641886318,0.372320567994401,"round2011",NA,NA,NA,NA,NA,0,0,"0",0
"67",67,27007100,2012,"round",44.869,"0",0,NA,"4-Dec","18-Mar",106,2,0.19,0.19,0,1,0.19,"Hennepin",44.869,-93.493,"NCHF",31,23,0.74,"11.3",NA,0,NA,56.83415,0,-1.30840397344474,NA,-1.93930452372736,"round2012",37,8,NA,"mccomas",0.216216216216216,0,0,"0",0
"68",68,27007100,2013,"round",44.869,"0",0,NA,"3-Dec","27-Apr",146,12.5,NA,NA,NA,NA,NA,"Hennepin",44.869,-93.493,"NCHF",31,23,0.74,"11.3",NA,0,NA,56.83415,0,-0.127119279653589,NA,0.862665284420228,"round2013",NA,NA,NA,NA,NA,0,0,"0",0
"69",69,27007100,2014,"round",44.869,"0",0,NA,"24-Nov","13-Apr",141,25.7,NA,NA,NA,NA,NA,"Hennepin",44.869,-93.493,"NCHF",31,23,0.74,"11.3",NA,0,NA,56.83415,0,1.35792433539815,NA,0.51241905840178,"round2014",NA,NA,NA,NA,NA,0,0,"0",0
"70",70,27007100,2015,"round",44.869,"0",0,NA,"14-Nov","29-Mar",136,4.8,NA,NA,NA,NA,NA,"Hennepin",44.869,-93.493,"NCHF",31,23,0.74,"11.3",NA,0,NA,56.83415,0,-0.993394721767103,NA,0.162172832383332,"round2015",NA,NA,NA,NA,NA,0,0,"0",0
"205",205,71014700,2006,"rush",45.489,"1",1,0.2,"28-Nov","7-Apr",131,7.3,0.42,0.42,0,1.02,0.43,"Sherburne",45.489,-93.935,"NCHF",65,65,1,"3.7","Rush ",65,NA,160.61825,0.40468626697153,-0.712136461340637,-1.0170860075341,-0.188073393635117,"rush2006",112,47,1.02127659574468,"johnson",0.419642857142857,0,0,"0",0
"206",206,71014700,2007,"rush",45.489,"1",2,0.4,"30-Nov","31-Mar",122,8.6,0.7,0.7,0,1.45,1.01,"Sherburne",45.489,-93.935,"NCHF",65,65,1,"3.7","Rush ",65,NA,160.61825,0.40468626697153,-0.565882165918875,-0.816520449039057,-0.818516600468324,"rush2007",112,78,1.44871794871795,"johnson",0.696428571428571,0,0,"1",0.40468626697153
"207",207,71014700,2008,"rush",45.489,"1",3,0.2,"17-Nov","16-Apr",152,14,0.19,0.19,0,1.1,0.21,"Sherburne",45.489,-93.935,"NCHF",65,65,1,"3.7","Rush ",65,NA,160.61825,0.40468626697153,0.0416356766022909,-1.0170860075341,1.28296075564237,"rush2008",112,21,1.0952380952381,"johnson",0.1875,1,0,"1",0.40468626697153
"208",208,71014700,2009,"rush",45.489,"1",4,0.4,"27-Nov","10-Apr",135,16.1,0.06,0.06,0,1.14,0.07,"Sherburne",45.489,-93.935,"NCHF",65,65,1,"3.7","Rush ",11,NA,160.61825,0.0684853682567205,0.277892615360522,-0.816520449039057,0.0921235871796419,"rush2009",112,7,1.14285714285714,"newman",0.0625,2,0,"1",0.40468626697153
"110",110,27019102,2006,"saraheast",45.06,"0",0,0.6,"1-Dec","7-Apr",128,5.5,NA,NA,NA,NA,NA,"Hennepin",45.06,-93.668,"NCHF",81,NA,NA,"5.5","sarahe",0,NA,NA,NA,-0.914642408847693,-0.615954890544015,-0.398221129246186,"saraheast2006",NA,NA,NA,NA,NA,0,0,"0",0
"111",111,27019102,2008,"saraheast",45.06,"0",0,0.7,"3-Dec","22-Apr",142,10.3,0.46,0.48,-0.02,1.12,0.52,"Hennepin",45.06,-93.668,"NCHF",81,NA,NA,"5.5",NA,0,NA,NA,NA,-0.374626548828878,-0.515672111296494,0.58246830360547,"saraheast2008",71,34,NA,"brasch",0.47887323943662,0,0,"0",0
"112",112,27019102,2009,"saraheast",45.06,"0",0,0.8,"22-Nov","12-Apr",142,6.2,NA,NA,NA,NA,NA,"Hennepin",45.06,-93.668,"NCHF",81,NA,NA,"5.5",NA,0,NA,NA,NA,-0.835890095928282,-0.415389332048973,0.58246830360547,"saraheast2009",NA,NA,NA,NA,NA,0,0,"0",0
"113",113,27019102,2011,"saraheast",45.06,"0",0,0.7,"24-Nov","10-Apr",138,27.3,NA,NA,NA,NA,NA,"Hennepin",45.06,-93.668,"NCHF",81,NA,NA,"5.5",NA,0,NA,NA,NA,1.53792962207109,-0.515672111296494,0.302271322790711,"saraheast2011",NA,NA,NA,NA,NA,0,0,"0",0
"114",114,27019102,2012,"saraheast",45.06,"0",0,1,"28-Nov","18-Mar",112,1.9,NA,NA,NA,NA,NA,"Hennepin",45.06,-93.668,"NCHF",81,NA,NA,"5.5",NA,0,NA,NA,NA,-1.3196543038618,-0.214823773553931,-1.51900905250522,"saraheast2012",NA,NA,NA,NA,NA,0,0,"0",0
"115",115,27019102,2013,"saraheast",45.06,"1",1,0.7,"20-Nov","30-Apr",162,11.4,0.31,0.34,-0.03,1.43,0.45,"Hennepin",45.06,-93.668,"NCHF",81,NA,NA,"5.5","sarahe",260,NA,NA,NA,-0.250872914241233,-0.515672111296494,1.98345320767926,"saraheast2013",72,23,1.43478260869565,"brasch",0.319444444444444,0,0,"0",0
"116",116,27019102,2014,"saraheast",45.06,"1",2,0.8,"24-Nov","21-Apr",149,24.8,0.26,0.28,-0.02,1.26,0.33,"Hennepin",45.06,-93.668,"NCHF",81,NA,NA,"5.5","sarahe",260,NA,NA,NA,1.25667136164462,-0.415389332048973,1.0728130200313,"saraheast2014",73,19,1.26315789473684,"brasch",0.26027397260274,0,0,"1",NA
"103",103,27019101,2006,"sarahwest",45.068,"0",0,0.6,"1-Dec","7-Apr",128,5.5,NA,NA,NA,NA,NA,"Hennepin",45.068,-93.699,"NCHF",138,NA,NA,"18","sarahw",0,NA,NA,NA,-0.914642408847693,-0.615954890544015,-0.398221129246186,"sarahwest2006",NA,NA,NA,NA,NA,0,0,"0",0
"104",104,27019101,2008,"sarahwest",45.068,"0",0,0.8,"3-Dec","22-Apr",142,10.3,0.46,0.55,-0.09,1.1,0.51,"Hennepin",45.068,-93.699,"NCHF",138,NA,NA,"18",NA,0,NA,NA,NA,-0.374626548828878,-0.415389332048973,0.58246830360547,"sarahwest2008",110,56,NA,"brasch",0.509090909090909,0,0,"0",0
"105",105,27019101,2009,"sarahwest",45.068,"0",0,0.7,"22-Nov","12-Apr",142,6.2,NA,NA,NA,NA,NA,"Hennepin",45.068,-93.699,"NCHF",138,NA,NA,"18",NA,0,NA,NA,NA,-0.835890095928282,-0.515672111296494,0.58246830360547,"sarahwest2009",NA,NA,NA,NA,NA,0,0,"0",0
"106",106,27019101,2011,"sarahwest",45.068,"0",0,0.7,"24-Nov","10-Apr",138,27.3,NA,NA,NA,NA,NA,"Hennepin",45.068,-93.699,"NCHF",138,NA,NA,"18",NA,0,NA,NA,NA,1.53792962207109,-0.515672111296494,0.302271322790711,"sarahwest2011",NA,NA,NA,NA,NA,0,0,"0",0
"107",107,27019101,2012,"sarahwest",45.068,"0",0,0.9,"28-Nov","18-Mar",112,1.9,NA,NA,NA,NA,NA,"Hennepin",45.068,-93.699,"NCHF",138,NA,NA,"18",NA,0,NA,NA,NA,-1.3196543038618,-0.315106552801452,-1.51900905250522,"sarahwest2012",NA,NA,NA,NA,NA,0,0,"0",0
"108",108,27019101,2013,"sarahwest",45.068,"1",1,0.7,"20-Nov","30-Apr",162,11.4,0.41,0.48,-0.07,1.53,0.63,"Hennepin",45.068,-93.699,"NCHF",138,NA,NA,"18","sarahw",260,NA,NA,NA,-0.250872914241233,-0.515672111296494,1.98345320767926,"sarahwest2013",110,45,1.53333333333333,"brasch",0.409090909090909,0,0,"0",0
"109",109,27019101,2014,"sarahwest",45.068,"1",2,0.7,"24-Nov","21-Apr",149,24.8,0.31,0.36,-0.05,1.42,0.44,"Hennepin",45.068,-93.699,"NCHF",138,NA,NA,"18","sarahw",260,NA,NA,NA,1.25667136164462,-0.515672111296494,1.0728130200313,"sarahwest2014",107,33,1.42424242424242,"brasch",0.308411214953271,0,0,"1",NA
"153",153,62000100,2006,"silver",45.028,"0",0,1.6,"4-Dec","7-Apr",125,5.2,NA,NA,NA,NA,NA,"Ramsey",45.028,-92.988,"NCHF",30,29,0.97,"5.5",NA,0,NA,71.66045,0,-0.948393400098869,0.386872901931195,-0.608368864857255,"silver2006",NA,NA,NA,NA,NA,0,0,"0",0
"154",154,62000100,2007,"silver",45.028,"1",1,1.5,"1-Dec","27-Mar",117,4.8,0.64,NA,NA,NA,NA,"Ramsey",45.028,-92.988,"NCHF",30,29,0.97,"5.5","Silver ",50,NA,71.66045,0.697734943054363,-0.993394721767103,0.286590122683674,-1.16876282648677,"silver2007",NA,NA,NA,NA,NA,0,0,"0",0
"155",155,62000100,2008,"silver",45.028,"1",2,0.8,"1-Dec","20-Apr",142,8,0.66,NA,NA,NA,NA,"Ramsey",45.028,-92.988,"NCHF",30,29,0.97,"5.5","Silver ",60,NA,71.66045,0.837281931665235,-0.633384148421227,-0.415389332048973,0.58246830360547,"silver2008",NA,NA,NA,NA,NA,0,0,"1",0.697734943054363
"156",156,62000100,2009,"silver",45.028,"1",3,0.7,"26-Nov","1-Apr",127,4.3,0.44,NA,NA,NA,NA,"Ramsey",45.028,-92.988,"NCHF",30,29,0.97,"5.5","Silver ",60,NA,71.66045,0.837281931665235,-1.0496463738524,-0.515672111296494,-0.468270374449876,"silver2009",145,64,1.109375,"newman",0.441379310344828,1,0,"1",0.837281931665235
"157",157,62000100,2014,"silver",45.028,"1",4,0.5,"27-Nov","18-Apr",143,22.3,NA,NA,NA,NA,NA,"Ramsey",45.028,-92.988,"NCHF",30,29,0.97,"5.5","Silver ",10.65,NA,71.66045,0.148617542870579,0.975413101218157,-0.716237669791536,0.652517548809159,"silver2014",NA,NA,NA,NA,NA,0,5,"0",0
"158",158,62000100,2015,"silver",45.028,"0",5,1,"15-Nov","29-Mar",135,4.2,NA,NA,NA,NA,NA,"Ramsey",45.028,-92.988,"NCHF",30,29,0.97,"5.5",NA,0,NA,71.66045,0,-1.06089670426946,-0.214823773553931,0.0921235871796419,"silver2015",NA,NA,NA,NA,NA,0,0,"1",0.148617542870579
"31",31,13002700,2008,"southcenter",45.375,"0",0,0.8,"2-Dec","22-Apr",143,13.4,0.83,0.83,0,NA,NA,"Chisago",45.375,-92.826,"NCHF",898,561,0.62,"33.2",NA,0,NA,1386.25905,0,-0.0258663059000609,-0.415389332048973,0.652517548809159,"southcenter2008",422,353,NA,"dustin",0.836492890995261,0,0,"0",0
"32",32,13002700,2009,"southcenter",45.375,"0",0,0.8,"25-Nov","10-Apr",137,10.9,0.85,0.85,0,NA,NA,"Chisago",45.375,-92.826,"NCHF",898,561,0.62,"33.2",NA,0,NA,1386.25905,0,-0.307124566326527,-0.415389332048973,0.232222077587021,"southcenter2009",436,377,NA,"dustin",0.864678899082569,0,0,"0",0
"33",33,13002700,2010,"southcenter",45.375,"0",0,0.9,"7-Dec","1-Apr",116,17.5,0.75,0.76,-0.01,NA,NA,"Chisago",45.375,-92.826,"NCHF",898,561,0.62,"33.2",NA,0,NA,1386.25905,0,0.435397241199343,-0.315106552801452,-1.23881207169046,"southcenter2010",434,326,NA,"dustin",0.751152073732719,0,0,"0",0
"34",34,13002700,2011,"southcenter",45.375,"0",0,1.4,"26-Nov","13-Apr",139,22.3,0.52,0.5,0.02,NA,NA,"Chisago",45.375,-92.826,"NCHF",898,561,0.62,"33.2",NA,0,NA,1386.25905,0,0.975413101218157,0.186307343436153,0.372320567994401,"southcenter2011",430,224,1,"dustin",0.52093023255814,0,0,"0",0
"97",97,27013319,2015,"stalbanstonka",44.906,"0",0,NA,"29-Nov","5-Apr",128,4.5,NA,NA,NA,NA,NA,"Hennepin",44.906,-93.552,"NCHF",NA,NA,NA,"",NA,0,NA,NA,NA,-1.02714571301828,NA,-0.398221129246186,"stalbanstonka2015",NA,NA,NA,NA,NA,0,0,"0",0
"71",71,27007800,2011,"staring",44.837,"0",0,0.5,"25-Nov","10-Apr",137,27.4,NA,NA,NA,NA,NA,"Hennepin",44.837,-93.454,"NCHF",66,59,0.89,"4.9",NA,0,NA,145.79195,0,1.54917995248815,-0.716237669791536,0.232222077587021,"staring2011",NA,NA,NA,NA,NA,0,0,"0",0
"72",72,27007800,2012,"staring",44.837,"0",0,0.4,"4-Dec","18-Mar",106,2,NA,NA,NA,NA,NA,"Hennepin",44.837,-93.454,"NCHF",66,59,0.89,"4.9",NA,0,NA,145.79195,0,-1.30840397344474,-0.816520449039057,-1.93930452372736,"staring2012",NA,NA,NA,NA,NA,0,0,"0",0
"73",73,27007800,2013,"staring",44.837,"0",0,0.5,"3-Dec","28-Apr",147,12.5,NA,NA,NA,NA,NA,"Hennepin",44.837,-93.454,"NCHF",66,59,0.89,"4.9",NA,0,NA,145.79195,0,-0.127119279653589,-0.716237669791536,0.932714529623918,"staring2013",NA,NA,NA,NA,NA,0,0,"0",0
"74",74,27007800,2014,"staring",44.837,"0",0,0.5,"27-Nov","18-Apr",143,25.5,NA,NA,NA,NA,NA,"Hennepin",44.837,-93.454,"NCHF",66,59,0.89,"4.9",NA,0,NA,145.79195,0,1.33542367456403,-0.716237669791536,0.652517548809159,"staring2014",NA,NA,NA,NA,NA,0,0,"0",0
"75",75,27007800,2015,"staring",44.837,"0",0,0.5,"27-Nov","30-Mar",124,4.6,0.28,0.31,-0.03,2.86,0.8,"Hennepin",44.837,-93.454,"NCHF",66,59,0.89,"4.9",NA,0,NA,145.79195,0,-1.01589538260122,-0.716237669791536,-0.678418110060945,"staring2015",178,50,2.86,"newman",0.280898876404494,0,0,"0",0
"234",234,83004300,2008,"stjames",43.977,"0",0,NA,"14-Nov","11-Apr",150,4.7,NA,NA,NA,NA,NA,"Watonwan",43.977,-94.646,"WCBP",102,102,1,"4.6",NA,0,NA,252.0471,0,-1.00464505218416,NA,1.14286226523499,"stjames2008",NA,NA,NA,NA,NA,0,0,"0",0
"235",235,83004300,2009,"stjames",43.977,"0",0,1.1,"22-Nov","24-Mar",123,14.3,NA,NA,NA,NA,NA,"Watonwan",43.977,-94.646,"WCBP",102,102,1,"4.6",NA,0,NA,252.0471,0,0.0753866678534668,-0.11454099430641,-0.748467355264634,"stjames2009",NA,NA,NA,NA,NA,0,0,"0",0
"236",236,83004300,2010,"stjames",43.977,"0",0,1.3,"10-Dec","30-Mar",111,39.2,0.03,0.03,0,NA,NA,"Watonwan",43.977,-94.646,"WCBP",102,102,1,"4.6",NA,0,NA,252.0471,0,2.87671894170107,0.0860245641886318,-1.58905829770891,"stjames2010",149,4,1,"dustin",0.0268456375838926,0,0,"0",0
"237",237,83004300,2011,"stjames",43.977,"0",0,1.4,"30-Nov","7-Apr",129,35.6,NA,NA,NA,NA,NA,"Watonwan",43.977,-94.646,"WCBP",102,102,1,"4.6",NA,0,NA,252.0471,0,2.47170704668696,0.186307343436153,-0.328171884042496,"stjames2011",NA,NA,NA,NA,NA,0,0,"0",0
"238",238,83004300,2013,"stjames",43.977,"0",0,NA,"12-Dec","9-Apr",119,6,NA,NA,NA,NA,NA,"Watonwan",43.977,-94.646,"WCBP",102,102,1,"4.6",NA,0,NA,252.0471,0,-0.8583907567624,NA,-1.02866433607939,"stjames2013",NA,NA,NA,NA,NA,0,0,"0",0
"223",223,81000300,2008,"stolaf",43.903,"0",0,1.8,"29-Nov","16-Apr",140,7.1,NA,NA,NA,NA,NA,"Waseca",43.903,-93.417,"WCBP",37,21,0.57,"10.1",NA,0,NA,51.89205,0,-0.734637122174755,0.587438460426237,0.44236981319809,"stolaf2008",NA,NA,NA,NA,NA,0,0,"0",0
"224",224,81000300,2009,"stolaf",43.903,"0",0,1,"6-Dec","24-Mar",109,6.9,0.09,0.1,-0.01,NA,NA,"Waseca",43.903,-93.417,"WCBP",37,21,0.57,"10.1",NA,0,NA,51.89205,0,-0.757137783008872,-0.214823773553931,-1.72915678811629,"stolaf2009",54,5,1,"dustin",0.0925925925925926,0,0,"0",0
"225",225,81000300,2010,"stolaf",43.903,"0",0,1.1,"10-Dec","31-Mar",112,27.4,0.08,0.08,0,NA,NA,"Waseca",43.903,-93.417,"WCBP",37,21,0.57,"10.1",NA,0,NA,51.89205,0,1.54917995248815,-0.11454099430641,-1.51900905250522,"stolaf2010",52,4,1,"dustin",0.0769230769230769,0,0,"0",0
"226",226,81000300,2011,"stolaf",43.903,"0",0,1.3,"30-Nov","9-Apr",131,24.6,NA,NA,NA,NA,NA,"Waseca",43.903,-93.417,"WCBP",37,21,0.57,"10.1",NA,0,NA,51.89205,0,1.23417070081051,0.0860245641886318,-0.188073393635117,"stolaf2011",NA,NA,NA,NA,NA,0,0,"0",0
"100",100,27013329,2014,"stubbstonka",44.97,"0",0,0.5,"29-Nov","24-Apr",147,25,NA,NA,NA,NA,NA,"Hennepin",44.97,-93.616,"NCHF",80,NA,NA,"27.7",NA,0,NA,NA,NA,1.27917202247874,-0.716237669791536,0.932714529623918,"stubbstonka2014",NA,NA,NA,NA,NA,0,0,"0",0
"20",20,10001300,2009,"susan",44.852,"0",0,0.5,"23-Nov","5-Apr",134,8.7,NA,NA,NA,NA,NA,"Carver",44.852,-93.541,"NCHF",36,31,0.86,"5.2",NA,0,NA,76.60255,0,-0.554631835501817,-0.716237669791536,0.0220743419759522,"susan2009",NA,NA,NA,NA,NA,0,0,"0",0
"21",21,10001300,2010,"susan",44.852,"0",0,0.4,"7-Dec","31-Mar",115,22.6,NA,NA,NA,NA,NA,"Carver",44.852,-93.541,"NCHF",36,31,0.86,"5.2",NA,0,NA,76.60255,0,1.00916409246933,-0.816520449039057,-1.30886131689415,"susan2010",NA,NA,NA,NA,NA,0,0,"0",0
"22",22,10001300,2011,"susan",44.852,"0",0,0.9,"25-Nov","10-Apr",137,24.8,0.29,0.42,-0.13,2.46,0.7,"Carver",44.852,-93.541,"NCHF",36,31,0.86,"5.2",NA,0,NA,76.60255,0,1.25667136164462,-0.315106552801452,0.232222077587021,"susan2011",95,27,2.41379310344828,"newman",0.284210526315789,0,0,"0",0
"23",23,10001300,2012,"susan",44.852,"0",0,0.7,"4-Dec","18-Mar",106,1.9,0.41,0.61,-0.2,3.29,1.33,"Carver",44.852,-93.541,"NCHF",36,31,0.86,"5.2",NA,0,NA,76.60255,0,-1.3196543038618,-0.515672111296494,-1.93930452372736,"susan2012",94,42,3.28571428571429,"newman",0.446808510638298,0,0,"0",0
"24",24,10001300,2013,"susan",44.852,"1",0,0.6,"3-Dec","28-Apr",147,8.9,0.39,0.58,-0.19,2.45,0.96,"Carver",44.852,-93.541,"NCHF",36,31,0.86,"5.2","Susan ",16,NA,76.60255,0.0115418543164786,-0.532131174667699,-0.615954890544015,0.932714529623918,"susan2013",112,47,NA,"newman",0.419642857142857,0,0,"0",0
"25",25,10001300,2014,"susan",44.852,"1",0,0.8,"27-Nov","18-Apr",143,19.7,0.29,0.41,-0.12,1.8,0.52,"Carver",44.852,-93.541,"NCHF",36,31,0.86,"5.2","Susan ",16,NA,76.60255,0.0143251775919126,0.682904510374633,-0.415389332048973,0.652517548809159,"susan2014",101,30,1.8,"newman",0.297029702970297,0,0,"1",0.0115418543164786
"26",26,10001300,2015,"susan",44.852,"0",0,0.9,"27-Nov","30-Mar",124,3.2,0.21,0.31,-0.1,0.79,0.27,"Carver",44.852,-93.541,"NCHF",36,31,0.86,"5.2",NA,0,NA,76.60255,0,-1.17340000844004,-0.315106552801452,-0.678418110060945,"susan2015",101,22,1.27272727272727,"newman",0.217821782178218,1,0,"1",0.0143251775919126
"56",56,27003501,2014,"sweeney",44.993,"0",0,1.1,"27-Nov","20-Apr",145,25.2,NA,NA,NA,NA,NA,"Hennepin",44.993,-93.339,"NCHF",27,14,0.52,"8.5",NA,0,NA,34.5947,0,1.30167268331286,-0.11454099430641,0.792616039216539,"sweeney2014",NA,NA,NA,NA,NA,0,0,"0",0
